file_name,title,author,spotify_song_id,artist_name_db,track_name_db,summary,similarity_score,section_snapshot,opensong_source_path
voice of truth i46606,Voice of truth,Casting Crowns,,Casting Crowns,Voice Of Truth,OpenSong full progression differs strongly from current canonical progression (similarity 0.24).,0.24,db_reference=1 5 6m b7 1 5 6m b7 2m b7 b2 1 | opensong_full=1 6m 4 b7 4 1 6m 4 b7 4 5 4 b2 1 5 4 b2 1 5 4 4 5 6m 4 5 3 3 3 3 1 5 3 6m 4 1 5 6m 4 6m 4 b2 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\voice of truth i46606
wait for you i48412,Wait For You,Rivers & Robots,5oWkKaFE8Y9jAEkSQKtH2C,Rivers & Robots,Wait for You,OpenSong comparison found a low similarity in verse (similarity 0.08) for this likely matching song.,0.08,db_verse=4 6m 5 1/3 4 6m 5 1/3 | opensong_verse=1 3m 2 5 1 3m 2 2 5 1 3m 2 5 1 3m 2 1 3m 2 5 1 3m 2 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\wait for you i48412
we believe i46577,We Believe,Newsboys,1dtzjTkNecIRAL4X3u4CtL,Newsboys,We Believe,OpenSong comparison found a low similarity in chorus (similarity 0.14) for this likely matching song.,0.14,db_chorus=2m 1/3 4 2m 1/3 4 2m 1/3 4 2m 1/3 4 | opensong_chorus=1 5 6m 4 1 5 6m 4 1 1 5 6m 4 1 5 6m 4 1 1 5 6m 4 1 5 6m 4 1 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we believe i46577
we rejoice i47548,We Rejoice,Elevation Worship,,Elevation Worship,We Rejoice,OpenSong full progression differs strongly from current canonical progression (similarity 0.30).,0.30,db_reference=2 3m 1 5 5 2 3m 1 5 | opensong_full=1 2 2 1 2 1 2 2 1 2 2 1 5 2 1 5 1 5 2 5 1 5 2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we rejoice i47548
we will run i46304,We Will Run,Jesus Culture,,Jesus Culture,We Will Run,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 | opensong_chorus=b6 b3 b7 b6 b3 b7 b6 b3 b7 b6 b3 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we will run i46304
what a beautiful name i13059,What a Beautiful Name,"Hillsong, Hillsong Worship",,Hillsong Worship,What A Beautiful Name,OpenSong full progression differs strongly from current canonical progression (similarity 0.35).,0.35,db_reference=1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 | opensong_full=1 4 6m 5 6m 5 1 4 6m 5 1 4 6m 5 6m 5 1 4 6m 5 1 5 2 2 6m 5 4 1 5 2 6m 5 4 2 1 5 2 2 6m 5 4 1 5 2 6m 5 4 2 6m 5 4 2 1 5 2 2 6m 5 4 1 5 2 6m 5 4 2 6m 5 4 2 4 5 6m 3m 4 5 6m 5 4 5 6m 3m 4 5 6m 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what a beautiful name i13059
what a saviour i46403,What A Saviour,"Hillsong Worship, Joel Houston, Chris Davenport",,Hillsong Worship,What A Saviour,OpenSong comparison found a low similarity in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=6m 4 1 5 6m 4 1 5 4 1 6m 5 4 1 6m 5 4 1 4 1 4 1 5 4 | opensong_chorus=3m 1 5 2 3m 1 5 2 1 5 3m 2 1 5 3m 2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what a saviour i46403
what the lord has done in me i1871,What the Lord has done in me,"Hillsong, Reuben Morgan",,Hillsong,What The Lord Has Done In Me,OpenSong full progression differs strongly from current canonical progression (similarity 0.24).,0.24,db_reference=6m 5 6m 4 1 6m 5 6m 5 1 5 1 | opensong_full=1 5 1 6m 4 6m 6m 5 1 5 1 2m 5 1 5 1 5 1 4 6m 5 1 5 1 2m 5 1 1 5 1 4 6m 5 1 5 1 2m 5 1 6m 5 6m 4 1 6m 5 6m 5 1 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what the lord has done in me i1871
what the world will never take i42511,What the World Will Never Take,Hillsong United,,Hillsong,What The World Will Never Take,OpenSong comparison found a low similarity in chorus (similarity 0.29) for this likely matching song.,0.29,db_chorus=6m 2 4 1 2 | opensong_chorus=1 1 4 6 2 4 1 4 6 2 4 1 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what the world will never take i42511
when the fight calls i48047,When the fight calls,Hillsong Young & Free,,Hillsong Young & Free,When The Fight Calls,OpenSong comparison found a low similarity in chorus (similarity 0.44) for this likely matching song.,0.44,db_chorus=1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 | opensong_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 6m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when the fight calls i48047
where you are i46959,Where You are,Hillsong Young & Free,,Hillsong Young & Free,Where You Are,OpenSong comparison found a low similarity in bridge (similarity 0.00) for this likely matching song.,0.00,db_bridge=4 1m b3 5m 4 1m b3 5m 4 b6 | opensong_bridge=1 6m 3m 2 1 6m 3m 2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\where you are i46959
who am i i9420,Who Am I?,"Mark Hall, Casting Crowns",,Casting Crowns,Who Am I,OpenSong comparison found a low similarity in chorus (similarity 0.34) for this likely matching song.,0.34,db_chorus=4 6m 4 b6 4 6m 4 5 1 b6 6m b6 4 b6 6m 2 b6 1 2 1 b6 6m b6 4 b6 6m 4 5 1 b6 6m 2m b6 6m b6 4 1 b6 6m 2m b6 6m b6 4 4 6m 4 b6 4 6m 4 5 1 b6 4 b6 6m b6 4 2 b6 1 2 1 b6 6m b6 4 b6 6m 4 5 6m 1 6m 1 6m | opensong_chorus=1 5 6m 5 4 2m 2 5 4 5 1 2 2 5 6m 5 4 5 4 1 4 6m 4 6m b6 2m 2m 2m 2 2 2 5 4 5 6m 2m 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\who am i i9420
wholly yours i42521,Wholly Yours,David Crowder,68IIkOypPh0pgwuMQzNgRN,David Crowder Band,Wholly Yours,OpenSong comparison found a low similarity in bridge (similarity 0.25) for this likely matching song.,0.25,db_bridge=b7 4 1 5 b7 4 1 5 1 4 1 4 | opensong_bridge=b7 4 1 5 4 1 1 5 4 1 5 4 1 5 4 1 5 6m 4 1 5 4 1 5 2m 4 1 5 1 1 4 2m 1 1 2m 4 1 1 4 2m 6m 4 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\wholly yours i42521
whom shall i fear god of angel armies i48125,Whom Shall I Fear [God of Angel Armies],Chris Tomlin,2VuwpxQR7rTPWkoLkpANdz,Chris Tomlin,Whom Shall I Fear (God Of Angel Armies),OpenSong comparison found a low similarity in verse (similarity 0.06) for this likely matching song.,0.06,db_verse=1 5/1 6m 4 1 5/1 6m 4 | opensong_verse=4 b3 3 1 4 6m 4 6m 5 1 6m 5 1 6m 4 5 1 6m 5 1 6m 5 1 2 6m 4 5 1 1 4 6m 4 4 5 6m 5 1 6m 5 1 6m 4 5 1 6m 5 1 6m 5 1 2 6m 4 5 1 4 1 5 1 4 4 1 6m 4 5 6m 5 6m 5 1 6m 5 1 6m 4 5 1 6m 5 1 6m 5 1 2 6m 4 5 1 1 5 6m 4 1 5 2 6m 4 6m 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\whom shall i fear god of angel armies i48125
with all i am i121,With All I Am,"Reuben Morgan, Hillsong",,Hillsong United,With All I Am,OpenSong comparison found a low similarity in bridge (similarity 0.40) for this likely matching song.,0.40,db_bridge=1 2m 5 | opensong_bridge=1 5 4 6m 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\with all i am i121
wonder i47550,Wonder,Hillsong United,,Hillsong United,Wonder,OpenSong comparison found a low similarity in chorus (similarity 0.55) for this likely matching song.,0.55,db_chorus=1 1 1 1 4 1 1 1 1 1 4 1 6m 6m 4 1 1 4 1 1 6m 6m 4 1 1 1 1 1 4 1 6m 6m 4 1 1 4 1 1 6m 6m 4 1 | opensong_chorus=1 1 1 1 4 1 1 1 1 4 1 6m 6m 4 1 1 4 1 4 6m 6m 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\wonder i47550
wont stop now i48836,Won't Stop Now,Elevation Worship,,Elevation Worship,Wont Stop Now,OpenSong comparison found a low similarity in bridge (similarity 0.16) for this likely matching song.,0.16,db_bridge=4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 | opensong_bridge=4 6m 5 1 1 4 6m 1 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\wont stop now i48836
worthy is the lamb i1836,Worthy is the Lamb,Hillsong,,Hillsong United,Worthy Is The Lamb,OpenSong full progression differs strongly from current canonical progression (similarity 0.32).,0.32,db_reference=1 5 2m 1 4 5 1 4 6 2m 1 5 1 5 2m 1 4 5 1 4 b6 | opensong_full=1 4 1 4 1 5 6m 5 4 2m 1 b6 1 4 1 4 b6 5 1 5 6m 5 4 2m 1 b6 5 1 5 2m 1 4 5 5 1 4 2m 2m b6 5 1 5 2m 1 4 5 5 1 4 2m 1 4 2m 1 4 2m 1 4 2m 1 4 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\worthy is the lamb i1836
worthy of it all i3262,Worthy of it all,"David Brymer, Ryan Hall",,David Brymer,Worthy of It All,OpenSong comparison found a low similarity in bridge (similarity 0.15) for this likely matching song.,0.15,db_bridge=5 2 3m 1 | opensong_bridge=4 5 4 4 5 4 4 5 4 4 1 1 3m 6m 4 1 5 5 2m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\worthy of it all i3262
yes and amen i49068,Yes And Amen,Chris Tomlin,6xYHIXSrucTcC9AXoTBEoB,Chris Tomlin,Yes And Amen,OpenSong comparison found a low similarity in verse (similarity 0.12) for this likely matching song.,0.12,db_verse=5/1 6m/1 4/1 1 5/1 6m/1 4/1 5/1 6m/1 4/1 1 4/1 5/1 1 | opensong_verse=5 4 1 5 4 5 5 4 1 4 4 5 1 5 4 1 5 4 5 5 4 1 4 4 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\yes and amen i49068
you are good i1837,You are good,Israël Houghton,3Rn2n87UEQV0YxDCxvqSI8,Israel Houghton,You Are Good,OpenSong comparison found a low similarity in verse (similarity 0.00) for this likely matching song.,0.00,db_verse=1 5 4 1 5 4 1 5 1 2 4 1 5 4 1 5 4 1 b6 4 2 4 5 6m b7 | opensong_verse=7 #4 6 3 3 #4 3m 6 7 #4 6 3 3 #4 3m 6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you are good i1837
you are my all in all i826,You are My All In All,Dennis L. Jernigan,,Dennis Jernigan,You Are My All In All,OpenSong full progression differs strongly from current canonical progression (similarity 0.30).,0.30,db_reference=1 5 6m 1 4 1 5 1 5 1 5 6m 1 4 1 5 1 4 | opensong_full=1 5 6m 2m 3m 4 1 5 1 5 1 5 6m b3 2 3m 4 2 1 5 1 5 1 5 6m 3m 4 1 5 1 5 1 5 6m 3m 4 2m 1 5 1 5 1 5 6m 3m 4 1 5 1 5 1 5 6m 3m 4 1 5 1 5 2m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you are my all in all i826
you are my joy i42536,You Are My Joy,David Crowder,,David Crowder Band,You Are My Joy,OpenSong comparison found a low similarity in chorus (similarity 0.15) for this likely matching song.,0.15,db_chorus=3m 2 1 2 3m 2 1 1 5 1 5 1 5 | opensong_chorus=4 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you are my joy i42536
you are my one thing i46182,You Are My One Thing,Bethel Music,,Bethel Music,You Are My One Thing,OpenSong comparison found a low similarity in bridge (similarity 0.50) for this likely matching song.,0.50,db_bridge=1 3m 6m 1 4 1 3m 4 6m 5 4 1 | opensong_bridge=1 3m 4 6m 1 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you are my one thing i46182
you are my world i170,You Are My World,Hillsong United,,Hillsong,You Are My World,OpenSong comparison found a low similarity in chorus (similarity 0.24) for this likely matching song.,0.24,db_chorus=2m 4 b6 5 2m 4 b6 5 1 5 4 5 1 5 4 4m 6m 4 5 1 5 6m 4 1 5 | opensong_chorus=5m b7 b2 1 5m b7 b2 1 4 1 b7 1 4 1 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you are my world i170
you came lazarus i48993,You Came (Lazarus),Bethel Music,,Bethel Music,You Came Lazarus,OpenSong comparison found a low similarity in chorus (similarity 0.11) for this likely matching song.,0.11,db_chorus=1 4 1 4 1 5 1 4 1 4 1 1 4 1 4 1 5 1 4 1 4 1 1 4 1 4 1 5 1 4 1 4 1 1 4 1 4 1 5 1 4 1 4 1 1 4 1 | opensong_chorus=4 4 5 4 b7m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you came lazarus i48993
you carried me i42540,You Carried Me,Building 429,,Building 429,You Carried Me,OpenSong comparison found a low similarity in bridge (similarity 0.06) for this likely matching song.,0.06,db_bridge=5 1 5 4 5 1 6 5 1 5 1 4 2 1 5 1 4 1 5 1 5 4 1 5 1 4 1 5 1 4 1 | opensong_bridge=5 6m 3 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you carried me i42540
you dont miss a thing i46178,You Don't Miss a Thing,Bethel Music,,Bethel Music,You Dont Miss A Thing,OpenSong comparison found a low similarity in chorus (similarity 0.11) for this likely matching song.,0.11,db_chorus=6m 5 1 4 6m 5 1 2m 6m 5 1 4 6m 5 1 2m 4 1 2m 1 4 1 2m 1 4 1 5 6m 4 1 2m 1 4 1 2m 1 4 1 2m 6m 4 1 2m 6m 4 6m 5 1 4 6m 5 1 2m 6m 5 1 4 6m 5 1 2m 6m 5 1 4 6m 5 1 2m 6m 5 1 4 6m 5 1 2m 6m 5 1 6m 5 1 4 6m 5 1 2m 6m 5 1 4 6m 5 1 2m 6m 5 1 | opensong_chorus=1 1 1 4 1 1 1 1 4 1 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you dont miss a thing i46178
you hold me now i46522,You Hold Me Now,Hillsong United,,Hillsong United,You Hold Me Now,OpenSong comparison found a low similarity in bridge (similarity 0.44) for this likely matching song.,0.44,db_bridge=1 5 2m 4 | opensong_bridge=4 5 1 4 5 1 5 2m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you hold me now i46522
you know my name i48409,You Know My Name,Rivers & Robots,7JtyJ9ymRmHwqsRgyDXzk9,Rivers & Robots,You Know My Name,OpenSong comparison found a low similarity in verse (similarity 0.00) for this likely matching song.,0.00,db_verse=5 2m 6m 5 2m 6m | opensong_verse=1m b7 4m 1m 1m b7 4m 1m 1m b7 4m 1m 1m b7 4 4m 1m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you know my name i48409
you lifted me out i42543,You Lifted Me Out,"Chris Tomlin, Jesse Reeves, Louie Giglio, Matt Gilder, Matt Redman",,Chris Tomlin,You Lifted Me Out,OpenSong full progression differs strongly from current canonical progression (similarity 0.21).,0.21,db_reference=1 5 6m 4 1 5 4 | opensong_full=6m 6m 4 5 6m 6m 6 4 5 6m 6m 6m 6m 1 5 6m 4 1 5 6m 6m 4 5 6m 4 5 6m 4 2m 1 4 1 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you lifted me out i42543
you say i49132,You Say,Lauren Daigle,,Lauren Daigle,You Say,OpenSong comparison found a low similarity in chorus (similarity 0.36) for this likely matching song.,0.36,db_chorus=1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m | opensong_chorus=1 3m 1m 1 6m 4 1m 1m 1 3m 1m 1m 6m 4 1m 1 3m 6m 4 1 3m 1m 1 6m 4 1m 1m 1 3m 1m 1m 6m 4 1m 1 3m 6m 4 1 3m 1m 1 6m 4 1m 1m 1 3m 1m 1m 6m 4 1m 1 3m 6m 4 1 3m 6m 4 3m 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\you say i49132
your beloved i42551,Your Beloved,Brent Helming,,Brent Helming,Your Beloved,OpenSong full progression differs strongly from current canonical progression (similarity 0.28).,0.28,db_reference=1 6m 4 5 1 6m 4 5 6m 5 1 | opensong_full=1 3m 4 1 5 1 3m 4 5 1 3m 4 1 5 6m 5 1 5 2m 6m 4 5 2m 2m 6m 5 2m 4 1 6m 4 5 b3 2m 1 6m 4 5 6m 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\your beloved i42551
your love is amazing i20,Your Love Is Amazing,"Brenton Brown, Brian Doerksen",,Brenton Brown,Your Love Is Amazing,OpenSong full progression differs strongly from current canonical progression (similarity 0.21).,0.21,db_reference=1 5 6m 4 1 5 6m 4 | opensong_full=4 1 4 b6 4 2 1 4 2 b6 4 2m 4 1 4 b6 4 1 4 b6 4 1 b6 6m 4 1 b6 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\your love is amazing i20
your love is everything i45875,Your Love Is Everything,Jesus Culture,,Jesus Culture,Your Love Is Everything,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=2m 1 4 2m 1 5 4 1 6m 5 | opensong_chorus=4m b3 b6 4m b3 b7 b6 b3 1m b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\your love is everything i45875
your name is glorious i46300,Your Name is Glorious,Jesus Culture,,Jesus Culture,Your Name Is Glorious,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=6m 1 3m 5 6m 1 3m 5 6m 1 3m 5 6m 1 3m 5 | opensong_chorus=1m b3 5m b7 1m b3 5m b7 1m b3 5m b7 1m b3 5m b7 1m b3 5m b7 1m b3 5m b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\your name is glorious i46300
your touch i42556,Your Touch,Kutless,,Kutless,Your Touch,OpenSong comparison found a low similarity in chorus (similarity 0.12) for this likely matching song.,0.12,db_chorus=4 | opensong_chorus=6 b2 5 4 6 b2 5 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\your touch i42556
your word i47183,Your Word,Hillsong Worship,,Hillsong Worship,Your Word,OpenSong comparison found a low similarity in chorus (similarity 0.13) for this likely matching song.,0.13,db_chorus=1 3m 1 3m 1 3m 1 5 2 3m 1 5 2 1 5 2 6m 1 5 b3 2 | opensong_chorus=b6 1m b6 1m b6 1m b6 b3 b7 1m b6 b3 b7 b6 b3 1 b7 4m 1 b6 b3 7 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\your word i47183
youre gonna be ok i48413,You're Gonna Be Ok,"Brian Johnson & Jenn Johnson, Jenn Johnson",,Brian Johnson,Youre Gonna Be Ok,OpenSong comparison found a low similarity in bridge (similarity 0.53) for this likely matching song.,0.53,db_bridge=4 1 4 1 4 1 4 6m 1 4 1 4 1 4 1 4 1 | opensong_bridge=4 1 4 1 4 1 4 6m 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\youre gonna be ok i48413
yours i48106,Yours,Elevation Worship,,Elevation Worship,Yours,OpenSong full progression differs strongly from current canonical progression (similarity 0.28).,0.28,db_reference=6m 4 1 5 6m 4 1 5 | opensong_full=1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 6m 4 1 5 6m 4 b7 1 5 1 3m 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\yours i48106
